employee_id,name,address,city,postal_code,latitude,longitude,snapped_latitude,snapped_longitude,optimal_employee_station,optimal_employee_station_id,optimal_employee_station_rank,optimal_office_station,optimal_office_station_id,optimal_office_station_rank,walk_home_to_station_min,transit_time_min,walk_station_to_office_min,total_commute_min,otp_route_found,car_distance_m,car_driving_time_min,car_parking_time_min,car_total_time_min,commute_time_bucket,transport_attractiveness,monthly_driving_cost,financial_attractiveness_Company Pays Full,financial_attractiveness_50% Subsidy,financial_attractiveness_Employee Pays Full,adoption_score_Company Pays Full,adoption_score_50% Subsidy,adoption_score_Employee Pays Full,employee_station,employee_station_id,employee_station_rank,office_station,office_station_id,office_station_rank,transit_time_morning_min,walk_office_to_station_min,transit_time_evening_min,walk_station_to_home_min,morning_journey_min,evening_journey_min
EMP175,Univ.Prof. Helfried Killer,"Matthias-Speer-Ring 8/7, 22626 Ahrensburg",Ahrensburg,22626,53.748612,9.970313,53.748646,9.970126,,,,,,,,,,,False,12758.3,21.725,8,29.725,No route,,126.54979999999998,5,4,4,,,,,,,,,,,,,,,
EMP176,Micha Schweitzer,"Bergerweg 59/16, 22419 Hamburg",Hamburg,22419,53.551692,9.843486,53.551633,9.843436,Nienstedtener Marktplatz,6178309811.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,2.783333333333333,49.0,3.7066666666666666,110.98,True,23147.7,38.81333333333334,8,46.81333333333334,90-120 min,70.0,188.8862,5,5,5,44.0,44.0,44.0,Nienstedtener Marktplatz,6178309811.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,49.0,3.7066666666666666,49.0,2.783333333333333,55.489999999999995,55.489999999999995
EMP177,Carl Börner,"Knappestr. 802, 22145 Hamburg",Hamburg,22145,53.544334,10.075203,53.544292,10.075212,Eekholtesweg,6341370493.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,9.976666666666668,33.0,3.7066666666666666,91.36666666666666,True,19220.8,44.708333333333336,8,52.708333333333336,90-120 min,80.0,165.32479999999998,5,5,5,50.0,50.0,50.0,Eekholtesweg,6341370493.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,33.0,3.7066666666666666,31.0,9.976666666666668,46.68333333333333,44.68333333333333
EMP178,Virginia Koch II B.Eng.,"Leyla-Seidel-Ring 16/39, 22627 Ahrensburg",Ahrensburg,22627,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,5,5,5,,,,,,,,,,,,,,,
EMP179,Margareta Holsten,"Wiekgasse 785, 22629 Ahrensburg",Ahrensburg,22629,53.544294,10.075662,53.544326,10.075655,Eekholtesweg,6341370493.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,9.623333333333331,33.0,3.7066666666666666,90.66,True,19250.3,44.79666666666667,8,52.79666666666667,90-120 min,80.0,165.5018,5,5,5,50.0,50.0,50.0,Eekholtesweg,6341370493.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,33.0,3.7066666666666666,31.0,9.623333333333331,46.33,44.33
EMP180,Francis Wohlgemut,"Victoria-Drewes-Gasse 778, 22589 Hamburg",Hamburg,22589,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP181,Cengiz Briemer,"Tlustekstraße 4947, 22626 Ahrensburg",Ahrensburg,22626,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,5,5,5,,,,,,,,,,,,,,,
EMP182,Sylke Jacob,"Gerlachweg 61-25, 21682 Buxtehude",Buxtehude,21682,53.4540754,9.6704475,53.454069,9.670419,,,,,,,,,,,False,59517.0,72.7,8,80.7,No route,,407.102,5,5,5,,,,,,,,,,,,,,,
EMP183,Eckhardt Zorbach,"Ingetraud-Tröst-Allee 458, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,160.5533333333333,True,31773.1,44.836666666666666,8,52.836666666666666,120+ min,30.0,240.6386,5,5,5,20.0,20.0,20.0,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,72.0,3.7066666666666666,72.0,4.569999999999999,80.27666666666666,80.27666666666666
EMP184,Irmtraut Rohleder,"Hugo-Zobel-Straße 5, 22880 Wedel",Wedel,22880,53.463576,9.95043,53.463709,9.950361,Am Fuchsberg,5961392027.0,5.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.0866666666666664,51.9,3.7066666666666666,117.08666666666666,True,32487.9,44.17333333333333,8,52.17333333333333,90-120 min,70.0,244.9274,5,5,5,44.0,44.0,44.0,Eißendorfer Pferdeweg (Mitte),985923711.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,54.9,3.7066666666666666,48.6,3.0866666666666664,61.69333333333333,55.39333333333333
EMP185,Dipl.-Ing. Ruth Ruppert,"Eleonore-Christoph-Gasse 7/8, 22629 Ahrensburg",Ahrensburg,22629,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,5,5,5,,,,,,,,,,,,,,,
EMP186,Birgit Zahn,"Fatih-Junck-Allee 87, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,160.5533333333333,True,31773.1,44.836666666666666,8,52.836666666666666,120+ min,30.0,240.6386,5,5,5,20.0,20.0,20.0,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,72.0,3.7066666666666666,72.0,4.569999999999999,80.27666666666666,80.27666666666666
EMP187,Gerfried Gehringer-Fritsch,"Kristin-Ehlert-Straße 1, 22117 Hamburg",Hamburg,22117,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP188,Manuel Rohleder B.Eng.,"Tröstplatz 28/54, 22880 Wedel",Wedel,22880,53.564962,9.804837,53.56494,9.805162,Wilmans Park,333675785.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,5.35,54.0,3.7066666666666666,124.11333333333332,True,24682.5,41.656666666666666,8,49.656666666666666,120+ min,50.0,198.095,5,5,5,32.0,32.0,32.0,Wilmans Park,333675785.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,54.0,3.7066666666666666,52.0,5.35,63.056666666666665,61.056666666666665
EMP197,Ing. Kathrin Anders B.Sc.,"Hendriksplatz 50/80, 22299 Hamburg",Hamburg,22299,53.586242,10.030343,53.58634,10.030258,Flüggestraße,353923211.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.235,24.0,3.7066666666666666,52.88333333333333,True,12751.1,28.11,8,36.11,0-60 min,100.0,126.5066,5,4,4,62.0,61.6,61.6,Flüggestraße,353923211.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,24.0,3.7066666666666666,19.0,1.235,28.941666666666663,23.941666666666663
EMP198,Kasimir Rörricht,"Eimerring 16/75, 21077 Harburg",Harburg,21077,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
EMP199,Ortrud Rogner B.Eng.,"Otmar-Röhrdanz-Ring 96, 22081 Hamburg",Hamburg,22081,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP200,Kurt Pechel MBA.,"Filippo-Dietz-Straße 65/38, 21077 Harburg",Harburg,21077,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
